data,t_max,t_min,t_mean,precip_mm,humidade_perc,radiacao_w_m2
2021-06-15,29.4,15.9,22.7,0.0,60.1,310.7
2021-06-16,30.1,20.1,25.1,0.0,65.6,334.3
2021-06-17,32.3,16.2,24.2,0.0,54.1,335.9
2021-06-18,28.2,21.4,24.8,0.0,75.6,388.7
2021-06-19,30.6,19.7,25.2,0.0,48.9,347.4
2021-06-20,29.1,20.8,24.9,0.0,42.6,321.6
2021-06-21,30.0,18.2,24.1,0.0,71.1,365.9
2021-06-22,32.5,22.5,27.5,14.3,57.3,337.2
2021-06-23,30.4,22.1,26.2,0.0,58.0,312.8
2021-06-24,30.1,21.2,25.6,0.0,91.2,323.0
2021-06-25,27.3,19.7,23.5,0.0,59.9,400.0
2021-06-26,31.5,21.2,26.3,0.0,48.8,361.5
2021-06-27,31.3,18.6,24.9,0.0,59.4,353.2
2021-06-28,34.3,21.7,28.0,0.0,59.5,342.5
2021-06-29,29.4,23.3,26.3,0.0,61.6,358.7
2021-06-30,30.4,22.1,26.3,0.0,66.6,358.3
2021-07-01,30.5,18.5,24.5,0.0,49.6,358.5
2021-07-02,33.1,20.7,26.9,0.0,76.9,353.0
2021-07-03,29.8,17.4,23.6,0.0,62.5,375.4
2021-07-04,30.5,21.1,25.8,0.0,67.3,349.7
2021-07-05,31.1,20.8,26.0,0.0,53.7,319.4
2021-07-06,30.3,16.2,23.2,0.0,72.9,330.0
2021-07-07,29.0,17.5,23.3,0.0,57.4,288.6
2021-07-08,30.2,19.3,24.7,0.0,62.8,400.0
2021-07-09,31.9,19.2,25.6,0.8,70.7,372.9
2021-07-10,27.7,17.3,22.5,0.0,50.0,321.6
2021-07-11,30.0,20.5,25.2,0.0,66.9,337.4
2021-07-12,28.3,20.2,24.2,0.0,55.6,326.2
2021-07-13,32.0,19.3,25.6,0.0,51.5,390.9
2021-07-14,26.5,18.1,22.3,0.0,53.6,301.3
2021-07-15,28.4,21.6,25.0,0.0,67.0,346.6
2021-07-16,30.2,22.8,26.5,0.0,53.7,339.1
2021-07-17,32.6,18.5,25.5,0.0,58.8,366.3
2021-07-18,29.2,18.2,23.7,0.0,60.2,337.5
2021-07-19,28.2,20.3,24.3,0.0,40.8,287.0
2021-07-20,33.0,18.5,25.8,0.0,45.3,331.2
2021-07-21,26.3,18.9,22.6,0.0,63.4,308.6
2021-07-22,24.7,20.6,22.7,0.0,52.6,339.1
2021-07-23,29.9,15.2,22.6,0.0,70.6,378.7
2021-07-24,28.0,21.6,24.8,2.1,89.7,282.4
2021-07-25,26.8,19.0,22.9,0.0,67.2,309.4
2021-07-26,30.2,18.0,24.1,0.0,78.2,315.6
2021-07-27,29.2,18.6,23.9,0.0,59.2,319.5
2021-07-28,27.5,18.6,23.0,0.0,66.5,351.9
2021-07-29,26.0,15.1,20.5,0.0,54.2,323.1
2021-07-30,30.2,21.5,25.8,0.0,84.5,339.5
2021-07-31,29.7,18.5,24.1,0.0,79.8,306.8
2021-08-01,28.1,19.2,23.6,0.0,60.1,331.1
2021-08-02,31.9,20.1,26.0,0.0,63.9,346.0
2021-08-03,25.9,16.0,21.0,0.0,73.6,299.2
2021-08-04,24.9,18.9,21.9,0.0,58.5,343.1
2021-08-05,26.5,17.3,21.9,0.0,53.4,319.6
2021-08-06,27.7,19.5,23.6,0.0,68.7,347.8
2021-08-07,28.1,13.4,20.8,0.0,60.8,308.8
2021-08-08,27.1,17.3,22.2,0.0,61.8,324.6
2021-08-09,28.1,16.2,22.2,0.0,51.7,310.2
2021-08-10,24.8,18.2,21.5,0.0,42.8,306.8
2021-08-11,30.1,18.1,24.1,0.0,62.4,315.7
2021-08-12,26.9,15.7,21.3,0.0,69.0,322.2
2021-08-13,29.2,15.5,22.4,0.0,57.7,266.8
2021-08-14,27.5,16.6,22.1,0.0,74.4,345.4
2021-08-15,27.6,14.9,21.3,0.0,53.0,244.7
2021-08-16,27.7,18.3,23.0,0.0,49.5,278.0
2021-08-17,27.3,15.7,21.5,0.0,59.3,293.8
2021-08-18,27.6,10.5,19.0,1.1,79.2,307.0
2021-08-19,28.8,15.4,22.1,0.0,67.7,339.9
2021-08-20,26.4,14.0,20.2,0.0,52.3,234.8
2021-08-21,27.3,12.6,20.0,0.0,73.7,273.2
2021-08-22,25.6,13.3,19.4,0.0,79.7,222.6
2021-08-23,28.5,15.8,22.2,0.0,59.6,285.2
2021-08-24,24.1,18.1,21.1,0.0,72.5,290.2
2021-08-25,28.9,16.0,22.4,0.0,49.4,327.6
2021-08-26,25.1,14.0,19.5,0.0,70.8,281.3
2021-08-27,22.2,15.9,19.1,0.0,70.5,306.8
2021-08-28,25.1,14.0,19.6,0.0,68.6,290.8
2021-08-29,23.4,13.3,18.4,0.0,59.8,257.9
2021-08-30,26.3,12.3,19.3,0.0,30.5,226.4
2021-08-31,23.1,10.9,17.0,0.0,53.6,274.6
2021-09-01,23.4,13.5,18.4,0.0,53.7,219.3
2021-09-02,20.3,14.4,17.4,0.0,50.2,300.6
2021-09-03,23.1,13.8,18.4,0.0,61.2,254.5
2021-09-04,19.0,13.0,16.0,0.0,55.8,292.8
2021-09-05,20.5,11.7,16.1,0.0,51.8,240.2
2021-09-06,25.0,14.7,19.8,0.0,49.4,260.2
2021-09-07,24.9,10.7,17.8,0.0,52.8,256.0
2021-09-08,24.0,14.7,19.4,0.0,71.2,246.0
2021-09-09,21.1,11.0,16.0,0.0,53.4,231.9
2021-09-10,22.7,11.3,17.0,0.0,54.9,254.1
2021-09-11,22.7,9.7,16.2,0.0,55.4,212.1
2021-09-12,20.2,11.5,15.8,0.0,63.4,201.1
2021-09-13,25.3,14.3,19.8,0.0,64.6,272.2
2021-09-14,23.9,13.2,18.6,0.0,30.0,254.2
2021-09-15,21.5,13.9,17.7,0.0,70.2,231.8
2021-09-16,21.9,12.9,17.4,0.0,74.4,277.3
2021-09-17,22.1,9.4,15.8,0.0,49.5,216.7
2021-09-18,17.4,10.8,14.1,0.0,50.3,261.9
2021-09-19,20.8,9.8,15.3,0.0,55.5,224.9
2021-09-20,19.8,13.8,16.8,0.0,52.4,186.4
2021-09-21,19.0,8.6,13.8,0.0,62.2,270.0
2021-09-22,20.2,12.6,16.4,0.0,40.5,241.7
2021-09-23,24.2,12.4,18.3,0.0,48.8,205.8
2021-09-24,21.7,14.1,17.9,0.0,75.4,228.6
2021-09-25,19.1,9.5,14.3,0.0,50.7,192.1
2021-09-26,21.3,11.5,16.4,0.0,72.4,226.5
2021-09-27,22.7,14.5,18.6,0.0,63.6,127.3
2021-09-28,21.6,8.5,15.1,0.0,41.9,165.9
2021-09-29,19.7,6.5,13.1,0.0,66.4,223.3
2021-09-30,18.1,5.7,11.9,0.0,58.8,183.8
2021-10-01,20.6,10.7,15.7,0.0,55.4,195.0
2021-10-02,19.9,5.3,12.6,0.0,62.4,145.8
2021-10-03,20.7,8.2,14.4,0.0,64.7,239.0
2021-10-04,20.0,9.6,14.8,0.0,67.1,216.8
2021-10-05,20.7,8.9,14.8,0.0,71.8,172.5
2021-10-06,17.3,9.2,13.3,0.0,64.1,163.8
2021-10-07,20.9,8.7,14.8,0.0,46.2,204.3
2021-10-08,18.5,10.6,14.5,0.0,55.3,230.3
2021-10-09,22.0,6.0,14.0,0.0,89.4,196.9
2021-10-10,16.3,6.4,11.4,0.0,67.2,231.0
2021-10-11,21.0,6.0,13.5,0.0,83.7,135.6
2021-10-12,17.8,9.0,13.4,0.0,74.0,136.2
2021-10-13,15.9,9.0,12.5,0.0,62.4,122.6
2021-10-14,16.1,8.0,12.0,0.0,63.0,169.1
2021-10-15,16.3,9.3,12.8,0.0,59.6,158.6
2021-10-16,17.6,4.4,11.0,1.4,62.6,146.4
2021-10-17,17.6,9.9,13.8,0.0,60.2,172.8
2021-10-18,15.3,9.5,12.4,0.0,72.1,183.0
2021-10-19,16.2,7.7,12.0,0.0,54.0,97.9
2021-10-20,20.4,9.6,15.0,0.0,64.1,123.4
2021-10-21,19.4,2.6,11.0,0.0,68.5,163.5
2021-10-22,16.6,4.7,10.7,0.0,50.9,122.5
2021-10-23,15.7,4.1,9.9,0.0,55.5,110.3
2021-10-24,15.7,6.9,11.3,0.0,49.8,162.5
2021-10-25,16.5,3.2,9.9,0.0,51.8,91.0
2021-10-26,13.1,6.7,9.9,0.0,47.1,118.3
2021-10-27,14.5,7.7,11.1,4.7,71.0,135.0
2021-10-28,11.5,6.3,8.9,0.0,74.2,105.7
2021-10-29,15.5,5.3,10.4,0.0,50.8,144.2
2021-10-30,15.9,2.6,9.2,15.6,81.3,101.4
2021-10-31,13.5,2.7,8.1,0.0,55.0,158.6
2021-11-01,17.4,6.8,12.1,0.0,71.8,110.5
2021-11-02,11.7,5.7,8.7,0.0,73.1,132.3
2021-11-03,11.1,3.9,7.5,0.0,68.6,132.4
2021-11-04,14.3,3.0,8.7,0.0,63.1,89.2
2021-11-05,15.8,-0.3,7.8,0.0,57.7,50.0
2021-11-06,17.0,1.5,9.2,0.0,48.1,114.8
2021-11-07,12.5,7.3,9.9,0.0,79.4,104.2
2021-11-08,15.5,0.8,8.1,0.0,52.4,116.7
2021-11-09,13.1,3.6,8.4,0.0,66.6,91.3
2021-11-10,12.7,5.1,8.9,0.0,70.6,83.4
2021-11-11,14.7,0.5,7.6,0.0,54.4,154.7
2021-11-12,14.1,3.2,8.7,0.0,70.4,50.0
2021-11-13,9.6,4.6,7.1,0.0,67.6,112.8
2021-11-14,15.6,2.6,9.1,0.0,77.3,71.8
2021-11-15,15.2,8.2,11.7,0.0,55.3,77.3
2021-11-16,11.1,-1.0,5.1,0.0,47.1,76.1
2021-11-17,13.1,4.4,8.7,0.0,54.9,59.9
2021-11-18,13.1,1.8,7.5,0.0,62.1,99.5
2021-11-19,12.6,3.6,8.1,2.6,80.6,122.5
2021-11-20,10.8,2.8,6.8,0.0,56.1,93.3
2021-11-21,10.5,0.4,5.4,0.0,40.9,80.8
2021-11-22,11.7,2.2,7.0,0.0,64.7,50.0
2021-11-23,14.0,-2.1,6.0,0.0,79.7,90.3
2021-11-24,12.6,2.8,7.7,5.8,84.6,138.1
2021-11-25,10.7,2.1,6.4,0.0,66.1,60.6
2021-11-26,12.9,2.7,7.8,0.0,65.7,59.4
2021-11-27,5.6,3.4,4.5,0.0,64.0,52.6
2021-11-28,13.5,1.9,7.7,17.6,89.3,53.5
2021-11-29,7.7,1.4,4.5,0.0,64.0,50.0
2021-11-30,10.3,-0.7,4.8,0.0,56.9,77.9
2021-12-01,8.7,-0.4,4.1,4.1,72.0,50.0
2021-12-02,8.3,3.3,5.8,32.6,77.5,50.0
2021-12-03,13.2,3.7,8.4,0.0,63.1,85.1
2021-12-04,9.8,0.3,5.1,0.0,56.8,50.0
2021-12-05,11.4,0.8,6.1,27.1,83.1,50.4
2021-12-06,10.5,-1.2,4.7,0.0,64.4,103.6
2021-12-07,11.5,2.9,7.2,8.3,88.3,50.0
2021-12-08,10.7,1.9,6.3,0.0,72.8,50.0
2021-12-09,7.9,4.4,6.1,2.7,80.8,65.1
2021-12-10,12.4,-1.3,5.5,0.0,46.9,90.8
2021-12-11,9.4,-0.4,4.5,1.2,76.5,50.0
2021-12-12,7.2,0.8,4.0,0.0,60.4,67.1
2021-12-13,9.4,1.6,5.5,0.0,41.6,71.7
2021-12-14,13.2,-0.2,6.5,0.0,73.9,50.0
2021-12-15,11.9,-1.5,5.2,0.0,61.4,77.1
2021-12-16,9.5,1.9,5.7,0.0,63.8,78.9
2021-12-17,9.4,1.6,5.5,49.4,93.7,50.0
2021-12-18,9.5,-1.7,3.9,0.0,53.7,89.3
2021-12-19,14.2,2.8,8.5,0.0,65.7,85.5
2021-12-20,10.8,2.4,6.6,0.0,58.9,54.1
2021-12-21,10.9,0.3,5.6,0.0,58.2,50.0
2021-12-22,12.1,0.2,6.1,0.0,72.3,50.0
2021-12-23,10.5,1.1,5.8,0.0,76.7,50.0
2021-12-24,9.5,-1.7,3.9,0.0,56.2,67.3
2021-12-25,9.6,0.1,4.8,0.0,67.0,50.0
2021-12-26,9.9,-4.3,2.8,0.0,41.2,50.0
2021-12-27,9.9,1.8,5.8,0.0,71.8,88.1
2021-12-28,11.5,-3.1,4.2,0.0,70.5,55.7
2021-12-29,10.1,3.0,6.6,1.8,81.0,50.0
2021-12-30,11.5,-0.6,5.4,0.0,57.7,75.9
2021-12-31,9.9,-0.4,4.7,0.0,64.0,96.1
2022-01-01,10.2,-1.2,4.5,0.0,82.9,50.0
2022-01-02,6.1,-0.5,2.8,0.0,42.4,63.9
2022-01-03,11.9,2.9,7.4,21.3,87.8,50.0
2022-01-04,10.8,-4.9,3.0,0.0,50.9,66.4
2022-01-05,12.1,2.7,7.4,20.4,79.8,55.7
2022-01-06,4.4,0.8,2.6,0.0,57.5,71.3
2022-01-07,14.4,-2.2,6.1,5.6,75.7,50.0
2022-01-08,9.9,-1.9,4.0,0.0,59.9,50.0
2022-01-09,12.5,3.6,8.0,0.0,48.7,50.0
2022-01-10,8.2,-1.6,3.3,0.0,70.3,66.6
2022-01-11,11.6,-2.0,4.8,0.0,42.1,85.5
2022-01-12,8.3,2.7,5.5,4.4,85.4,50.0
2022-01-13,9.2,1.1,5.1,0.0,56.7,87.3
2022-01-14,14.3,-1.4,6.5,0.0,48.3,50.0
2022-01-15,10.2,1.0,5.6,0.0,62.0,68.9
2022-01-16,11.0,-1.5,4.8,0.0,44.4,50.0
2022-01-17,12.4,2.9,7.6,0.0,60.4,65.3
2022-01-18,11.7,2.8,7.3,0.0,45.8,87.5
2022-01-19,11.1,1.8,6.5,0.0,64.6,50.0
2022-01-20,11.6,1.6,6.6,0.0,50.8,50.0
2022-01-21,15.7,4.4,10.1,0.0,55.5,69.3
2022-01-22,10.9,1.0,5.9,0.0,62.9,136.9
2022-01-23,11.5,-1.3,5.1,0.0,52.3,50.0
2022-01-24,13.2,2.0,7.6,0.0,59.4,128.4
2022-01-25,13.4,5.4,9.4,0.0,44.9,128.6
2022-01-26,13.7,-0.7,6.5,0.0,66.3,66.8
2022-01-27,12.7,0.7,6.7,0.0,77.6,62.1
2022-01-28,9.2,2.3,5.8,0.0,87.9,51.6
2022-01-29,14.8,1.5,8.2,0.0,60.9,71.7
2022-01-30,9.4,-0.3,4.5,7.5,87.9,50.0
2022-01-31,12.4,4.0,8.2,1.2,62.2,74.3
2022-02-01,10.4,6.5,8.4,6.2,95.0,123.0
2022-02-02,11.8,2.4,7.1,0.0,67.8,61.3
2022-02-03,12.7,0.3,6.5,0.0,55.2,73.9
2022-02-04,12.8,-0.9,6.0,0.0,72.4,50.0
2022-02-05,13.1,2.8,8.0,0.0,57.5,95.6
2022-02-06,15.6,4.6,10.1,0.0,55.4,94.0
2022-02-07,13.4,3.5,8.4,0.0,64.8,89.6
2022-02-08,12.1,2.6,7.4,0.0,49.4,82.9
2022-02-09,14.7,1.6,8.1,0.1,90.2,82.4
2022-02-10,15.2,0.7,8.0,0.0,49.4,108.1
2022-02-11,10.5,4.7,7.6,0.0,49.5,94.0
2022-02-12,14.3,4.9,9.6,2.7,70.9,106.1
2022-02-13,14.6,0.1,7.4,0.0,67.6,105.0
2022-02-14,12.8,6.5,9.7,0.0,53.8,134.2
2022-02-15,16.2,4.6,10.4,0.0,46.5,122.7
2022-02-16,13.3,6.4,9.9,0.0,53.9,110.2
2022-02-17,14.0,1.1,7.5,0.0,59.7,152.0
2022-02-18,13.6,1.2,7.4,0.0,48.2,121.1
2022-02-19,14.1,3.7,8.9,0.0,48.5,149.7
2022-02-20,12.0,5.2,8.6,0.0,81.1,130.8
2022-02-21,11.4,7.9,9.7,0.0,51.4,59.4
2022-02-22,17.6,5.9,11.8,0.0,56.8,156.0
2022-02-23,12.9,4.1,8.5,0.0,56.3,123.1
2022-02-24,12.8,2.7,7.7,0.0,55.8,119.6
2022-02-25,10.6,7.4,9.0,0.0,66.2,131.8
2022-02-26,13.8,3.1,8.4,0.0,69.5,115.3
2022-02-27,12.5,8.4,10.5,7.2,76.9,134.7
2022-02-28,18.6,4.8,11.7,0.0,47.6,112.4
2022-03-01,17.5,8.7,13.1,0.0,72.7,170.7
2022-03-02,14.3,7.0,10.6,4.6,79.0,131.4
2022-03-03,20.3,5.5,12.9,0.0,77.3,125.6
2022-03-04,17.9,4.9,11.4,34.4,57.5,111.7
2022-03-05,15.5,5.4,10.5,0.0,62.0,149.9
2022-03-06,11.3,7.1,9.2,0.0,79.2,149.8
2022-03-07,21.0,6.6,13.8,0.9,76.5,158.3
2022-03-08,13.8,5.4,9.6,0.0,57.7,118.2
2022-03-09,13.5,6.4,10.0,0.0,63.0,103.4
2022-03-10,19.0,7.1,13.0,0.0,54.4,172.7
2022-03-11,22.0,2.8,12.4,0.0,56.9,200.9
2022-03-12,20.0,8.2,14.1,0.0,56.6,128.1
2022-03-13,18.6,5.5,12.0,2.6,73.7,209.0
2022-03-14,18.8,5.3,12.0,0.0,72.3,172.4
2022-03-15,19.5,4.4,11.9,0.0,64.6,166.2
2022-03-16,19.4,4.3,11.9,0.0,62.5,157.0
2022-03-17,18.7,5.4,12.0,4.0,88.1,129.9
2022-03-18,18.5,6.8,12.7,0.0,57.4,203.6
2022-03-19,18.3,12.3,15.3,0.0,52.3,153.2
2022-03-20,17.1,7.6,12.3,0.0,54.0,155.7
2022-03-21,18.2,9.1,13.7,0.0,60.0,211.4
2022-03-22,15.6,9.7,12.7,24.0,69.4,127.7
2022-03-23,18.9,9.4,14.1,0.0,55.0,141.0
2022-03-24,17.3,9.1,13.2,7.6,74.8,188.8
2022-03-25,17.3,7.1,12.2,0.0,81.2,200.7
2022-03-26,20.0,12.5,16.3,0.0,32.3,209.0
2022-03-27,22.6,13.4,18.0,0.0,58.2,188.0
2022-03-28,21.8,6.6,14.2,0.0,77.3,275.6
2022-03-29,17.0,8.1,12.6,0.0,61.2,195.4
2022-03-30,18.3,9.8,14.1,0.0,67.5,197.9
2022-03-31,22.4,8.6,15.5,9.7,81.0,183.5
2022-04-01,18.7,11.7,15.2,0.0,53.3,213.7
2022-04-02,20.4,9.4,14.9,0.0,37.6,231.0
2022-04-03,22.1,15.3,18.7,0.0,62.1,251.2
2022-04-04,19.2,13.6,16.4,0.0,52.2,173.0
2022-04-05,21.6,11.8,16.7,0.0,52.0,212.9
2022-04-06,18.9,13.6,16.2,0.0,55.0,236.2
2022-04-07,20.5,13.9,17.2,0.0,77.4,243.0
2022-04-08,22.5,10.7,16.6,0.0,84.0,228.1
2022-04-09,18.8,10.4,14.6,0.0,62.2,246.7
2022-04-10,23.1,12.4,17.7,0.0,55.4,208.7
2022-04-11,22.3,14.1,18.2,0.0,48.2,282.2
2022-04-12,23.6,12.8,18.2,0.0,64.7,267.7
2022-04-13,23.1,9.5,16.3,0.0,77.8,200.1
2022-04-14,25.6,11.3,18.4,0.0,57.5,210.7
2022-04-15,23.3,12.9,18.1,0.0,36.2,214.0
2022-04-16,22.3,13.0,17.7,0.0,66.7,268.2
2022-04-17,23.6,17.3,20.4,0.0,69.9,211.8
2022-04-18,24.6,10.7,17.7,0.0,44.1,242.8
2022-04-19,23.8,14.7,19.2,0.0,61.8,268.8
2022-04-20,23.9,16.8,20.4,0.0,64.5,255.5
2022-04-21,22.6,18.5,20.6,0.0,59.3,267.7
2022-04-22,22.8,13.3,18.1,0.0,52.1,230.3
2022-04-23,21.5,15.3,18.4,0.0,70.2,282.4
2022-04-24,28.0,15.6,21.8,0.0,56.0,248.5
2022-04-25,22.1,15.0,18.6,3.9,65.1,259.5
2022-04-26,23.4,14.6,19.0,0.0,39.5,278.6
2022-04-27,23.5,15.8,19.6,0.0,72.6,276.9
2022-04-28,26.9,10.0,18.4,0.0,66.2,276.7
2022-04-29,24.6,16.6,20.6,10.3,80.9,255.7
2022-04-30,27.9,15.6,21.7,0.0,55.6,271.4
2022-05-01,24.2,15.1,19.6,0.0,54.7,282.6
2022-05-02,26.2,19.7,23.0,0.0,49.2,243.5
2022-05-03,24.1,14.4,19.3,0.0,55.7,273.0
2022-05-04,30.2,15.1,22.7,0.0,38.8,300.6
2022-05-05,23.7,20.0,21.9,0.0,52.6,252.7
2022-05-06,26.8,14.5,20.7,0.0,56.9,327.7
2022-05-07,27.6,15.2,21.4,0.0,66.1,333.1
2022-05-08,27.3,16.2,21.7,0.0,59.6,259.7
2022-05-09,26.2,18.3,22.3,0.0,67.9,339.7
2022-05-10,26.5,17.1,21.8,0.0,73.5,296.6
2022-05-11,26.9,14.3,20.6,0.0,70.6,315.4
2022-05-12,26.7,15.9,21.3,0.0,64.7,289.8
2022-05-13,29.0,15.9,22.5,0.0,60.1,334.2
2022-05-14,31.6,17.1,24.4,0.0,50.2,320.5
2022-05-15,26.2,18.2,22.2,0.0,67.4,285.6
2022-05-16,24.7,18.3,21.5,0.0,76.8,276.9
2022-05-17,27.4,14.0,20.7,2.4,83.4,269.7
2022-05-18,32.8,19.8,26.3,0.0,79.2,320.8
2022-05-19,26.2,18.3,22.2,0.0,44.7,334.0
2022-05-20,31.2,20.7,25.9,5.2,68.5,338.0
2022-05-21,31.4,18.9,25.1,0.0,68.6,316.5
2022-05-22,27.0,20.3,23.6,0.0,62.6,286.8
2022-05-23,29.3,19.1,24.2,0.0,73.1,302.6
2022-05-24,31.6,21.0,26.3,0.0,59.8,359.0
2022-05-25,27.6,19.4,23.5,0.0,51.3,311.4
2022-05-26,28.1,18.3,23.2,0.0,57.9,331.6
2022-05-27,27.4,23.1,25.3,0.0,44.7,296.4
2022-05-28,26.6,20.4,23.5,0.0,48.7,340.0
2022-05-29,27.4,19.9,23.7,0.0,69.7,317.5
2022-05-30,26.4,16.3,21.3,0.0,68.7,363.8
2022-05-31,29.0,16.3,22.7,0.0,63.6,356.8
2022-06-01,27.4,19.6,23.5,0.0,42.8,319.9
2022-06-02,29.5,19.4,24.4,0.0,56.4,332.1
2022-06-03,26.0,17.9,22.0,0.0,47.8,320.4
2022-06-04,29.9,19.5,24.7,0.0,71.8,295.4
2022-06-05,30.9,22.4,26.7,0.0,54.2,313.3
2022-06-06,25.3,20.7,23.0,8.4,69.1,345.9
2022-06-07,30.1,17.1,23.6,0.0,60.3,350.6
2022-06-08,31.9,19.2,25.6,0.0,53.6,346.2
2022-06-09,27.1,17.9,22.5,0.0,74.8,333.5
2022-06-10,32.9,18.8,25.8,0.0,52.7,371.3
2022-06-11,30.4,18.8,24.6,14.0,66.0,346.0
2022-06-12,28.2,18.7,23.5,0.0,38.5,365.9
2022-06-13,29.6,17.2,23.4,0.0,59.7,292.2
2022-06-14,30.9,19.5,25.2,17.1,74.4,228.4
2022-06-15,29.9,18.7,24.3,0.0,45.7,355.1
2022-06-16,30.9,13.9,22.4,0.0,71.9,304.4
2022-06-17,28.0,23.9,26.0,0.0,66.7,341.2
2022-06-18,30.2,22.0,26.1,0.0,59.7,339.0
2022-06-19,27.1,19.1,23.1,0.0,73.6,396.1
2022-06-20,29.7,20.0,24.8,0.0,66.6,360.8
2022-06-21,28.1,17.6,22.9,0.0,51.8,354.1
2022-06-22,28.5,23.3,25.9,0.0,49.6,374.5
2022-06-23,32.4,23.8,28.1,0.0,68.2,360.6
2022-06-24,32.2,20.3,26.2,0.0,64.0,336.0
2022-06-25,31.2,22.0,26.6,0.0,61.7,382.0
2022-06-26,27.8,20.3,24.1,0.0,51.5,316.7
2022-06-27,29.4,17.3,23.3,0.0,66.1,359.7
2022-06-28,32.4,19.2,25.8,0.0,52.4,303.6
2022-06-29,30.3,20.3,25.3,0.0,59.0,356.1
2022-06-30,34.6,19.1,26.9,0.0,74.5,355.6
2022-07-01,30.8,19.5,25.2,0.0,53.4,400.0
2022-07-02,30.4,19.8,25.1,0.0,44.3,302.6
2022-07-03,29.3,19.8,24.6,0.0,49.5,331.3
2022-07-04,30.2,20.0,25.1,0.0,69.9,373.7
2022-07-05,29.6,17.8,23.7,0.0,62.5,358.8
2022-07-06,31.3,18.5,24.9,0.0,58.7,353.8
2022-07-07,31.8,17.3,24.5,0.0,54.9,319.3
2022-07-08,28.3,21.8,25.0,0.0,64.9,329.8
2022-07-09,27.1,15.6,21.4,2.2,71.5,384.4
2022-07-10,26.1,22.1,24.1,0.0,63.1,344.9
2022-07-11,30.7,22.5,26.6,0.0,52.7,357.2
2022-07-12,27.5,19.1,23.3,0.0,51.0,341.8
2022-07-13,25.3,14.4,19.9,0.0,53.6,309.1
2022-07-14,30.4,18.9,24.6,0.0,56.2,371.9
2022-07-15,34.5,19.4,27.0,0.0,59.5,358.3
2022-07-16,29.5,17.5,23.5,0.0,62.4,400.0
2022-07-17,31.1,18.4,24.8,0.0,30.0,311.1
2022-07-18,29.5,22.4,26.0,29.4,71.9,365.3
2022-07-19,29.1,20.6,24.9,0.0,56.1,300.4
2022-07-20,31.1,17.4,24.2,0.0,75.1,343.5
2022-07-21,28.6,16.0,22.3,0.0,49.2,367.1
2022-07-22,29.7,18.5,24.1,0.0,61.6,274.6
2022-07-23,29.7,18.6,24.2,0.0,75.0,329.5
2022-07-24,27.6,20.0,23.8,0.0,46.9,317.6
2022-07-25,30.9,17.8,24.3,0.0,63.9,312.3
2022-07-26,28.5,19.8,24.1,0.0,52.0,343.7
2022-07-27,27.2,22.6,24.9,0.0,55.0,364.5
2022-07-28,29.7,20.3,25.0,2.1,72.0,325.7
2022-07-29,26.8,18.5,22.6,0.0,52.7,334.5
2022-07-30,28.5,18.1,23.3,0.0,87.2,330.4
2022-07-31,28.4,17.7,23.0,0.0,68.4,325.6
2022-08-01,30.4,20.6,25.5,0.0,71.0,291.5
2022-08-02,29.1,16.9,23.0,0.0,64.9,355.9
2022-08-03,28.0,18.2,23.1,2.8,63.9,330.0
2022-08-04,29.6,18.1,23.8,0.0,63.9,331.5
2022-08-05,30.7,16.9,23.8,0.0,70.7,293.9
2022-08-06,28.9,15.0,21.9,0.0,51.5,302.7
2022-08-07,27.7,18.3,23.0,0.0,69.7,309.5
2022-08-08,24.9,17.4,21.2,0.0,67.0,267.1
2022-08-09,25.3,18.4,21.9,0.0,78.5,260.8
2022-08-10,26.7,16.2,21.5,0.0,55.8,291.7
2022-08-11,26.0,19.6,22.8,0.0,49.0,323.6
2022-08-12,26.7,15.3,21.0,0.0,56.4,286.5
2022-08-13,27.1,20.4,23.7,0.0,74.4,273.7
2022-08-14,27.9,13.3,20.6,0.0,41.7,277.9
2022-08-15,26.6,17.6,22.1,0.0,39.3,286.8
2022-08-16,27.5,17.5,22.5,0.0,60.9,287.9
2022-08-17,26.6,14.8,20.7,0.0,55.6,361.5
2022-08-18,22.4,17.2,19.8,0.0,60.1,326.2
2022-08-19,24.3,18.7,21.5,0.0,69.5,323.3
2022-08-20,25.7,11.6,18.7,0.0,54.5,325.6
2022-08-21,23.5,16.9,20.2,41.6,61.3,258.5
2022-08-22,27.0,10.8,18.9,0.0,80.4,249.7
2022-08-23,28.7,13.7,21.2,0.0,50.0,251.0
2022-08-24,27.9,18.7,23.3,0.0,49.4,322.1
2022-08-25,24.9,14.2,19.5,0.0,71.0,263.5
2022-08-26,28.2,12.8,20.5,0.0,56.2,240.2
2022-08-27,25.3,14.6,20.0,0.0,59.4,262.6
2022-08-28,24.2,19.0,21.6,0.0,64.8,266.1
2022-08-29,23.5,11.1,17.3,0.0,70.8,279.0
2022-08-30,24.0,12.5,18.2,0.0,56.7,276.2
2022-08-31,23.7,17.4,20.5,0.0,75.2,241.6
2022-09-01,24.6,18.0,21.3,0.0,38.6,284.6
2022-09-02,24.4,13.9,19.2,0.0,67.6,242.6
2022-09-03,24.0,11.5,17.7,0.0,51.6,254.7
2022-09-04,24.7,18.0,21.3,0.0,73.7,277.6
2022-09-05,26.0,16.8,21.4,0.0,61.4,235.3
2022-09-06,25.4,14.8,20.1,0.0,53.3,235.1
